2021-01-17 19:30:57	[Main thread]	TRACE			Initiating cluster with 23 threads
2021-01-18 01:13:51	[Thread 19]	INFO			county = San Bernardino
2021-01-18 01:18:01	[Thread 4]	WARN	rstan	throw_sampler_warnings	There were 3 divergent transitions after warmup. See http://mc-stan.org/misc/warnings.html#divergent-transitions-after-warmup to find out why this is a problem and how to eliminate them.
2021-01-18 01:18:01	[Thread 4]	WARN	rstan	throw_sampler_warnings	Examine the pairs() plot to diagnose sampling problems 
2021-01-18 01:21:27	[Thread 5]	INFO			county = SouthernCalifornia
2021-01-18 01:21:34	[Thread 18]	INFO			county = Orange
2021-01-18 01:22:15	[Thread 1]	WARN	rstan	throw_sampler_warnings	There were 2 divergent transitions after warmup. See http://mc-stan.org/misc/warnings.html#divergent-transitions-after-warmup to find out why this is a problem and how to eliminate them.
2021-01-18 01:22:15	[Thread 1]	WARN	rstan	throw_sampler_warnings	Examine the pairs() plot to diagnose sampling problems 
2021-01-18 01:22:33	[Thread 7]	INFO			county = SanJoaquinValley
2021-01-18 01:25:58	[Thread 17]	INFO			county = Stanislaus
2021-01-18 01:26:10	[Thread 3]	WARN	rstan	throw_sampler_warnings	Tail Effective Samples Size (ESS) is too low, indicating posterior variances and tail quantiles may be unreliable. Running the chains for more iterations may help. See http://mc-stan.org/misc/warnings.html#tail-ess
2021-01-18 01:33:11	[Thread 21]	WARN	rstan	throw_sampler_warnings	There were 2 divergent transitions after warmup. See http://mc-stan.org/misc/warnings.html#divergent-transitions-after-warmup to find out why this is a problem and how to eliminate them.
2021-01-18 01:33:11	[Thread 21]	WARN	rstan	throw_sampler_warnings	Examine the pairs() plot to diagnose sampling problems 
2021-01-18 01:33:32	[Thread 14]	WARN	rstan	throw_sampler_warnings	Tail Effective Samples Size (ESS) is too low, indicating posterior variances and tail quantiles may be unreliable. Running the chains for more iterations may help. See http://mc-stan.org/misc/warnings.html#tail-ess
2021-01-18 01:34:06	[Thread 11]	WARN	rstan	throw_sampler_warnings	There were 1639 transitions after warmup that exceeded the maximum treedepth. Increase max_treedepth above 15. See http://mc-stan.org/misc/warnings.html#maximum-treedepth-exceeded
2021-01-18 01:34:06	[Thread 11]	WARN	rstan	throw_sampler_warnings	There were 3 chains where the estimated Bayesian Fraction of Missing Information was low. See http://mc-stan.org/misc/warnings.html#bfmi-low
2021-01-18 01:34:06	[Thread 11]	WARN	rstan	throw_sampler_warnings	Examine the pairs() plot to diagnose sampling problems 
2021-01-18 01:34:15	[Thread 11]	WARN	rstan	throw_sampler_warnings	The largest R-hat is 1.36, indicating chains have not mixed. Running the chains for more iterations may help. See http://mc-stan.org/misc/warnings.html#r-hat
2021-01-18 01:34:22	[Thread 11]	WARN	rstan	throw_sampler_warnings	Bulk Effective Samples Size (ESS) is too low, indicating posterior means and medians may be unreliable. Running the chains for more iterations may help. See http://mc-stan.org/misc/warnings.html#bulk-ess
2021-01-18 01:34:33	[Thread 11]	WARN	rstan	throw_sampler_warnings	Tail Effective Samples Size (ESS) is too low, indicating posterior variances and tail quantiles may be unreliable. Running the chains for more iterations may help. See http://mc-stan.org/misc/warnings.html#tail-ess
2021-01-18 01:34:50	[Thread 16]	WARN	rstan	throw_sampler_warnings	There were 114 divergent transitions after warmup. See http://mc-stan.org/misc/warnings.html#divergent-transitions-after-warmup to find out why this is a problem and how to eliminate them.
2021-01-18 01:34:50	[Thread 16]	WARN	rstan	throw_sampler_warnings	Examine the pairs() plot to diagnose sampling problems 
2021-01-18 01:35:25	[Thread 16]	WARN	rstan	throw_sampler_warnings	Tail Effective Samples Size (ESS) is too low, indicating posterior variances and tail quantiles may be unreliable. Running the chains for more iterations may help. See http://mc-stan.org/misc/warnings.html#tail-ess
2021-01-18 01:36:54	[Thread 12]	INFO			county = Monterey
2021-01-18 01:40:03	[Thread 6]	WARN	rstan	throw_sampler_warnings	There were 7 divergent transitions after warmup. See http://mc-stan.org/misc/warnings.html#divergent-transitions-after-warmup to find out why this is a problem and how to eliminate them.
2021-01-18 01:40:03	[Thread 6]	WARN	rstan	throw_sampler_warnings	Examine the pairs() plot to diagnose sampling problems 
2021-01-18 01:41:47	[Thread 4]	INFO			county = GreaterSacramento
2021-01-18 01:48:37	[Thread 1]	INFO			county = Lake
2021-01-18 01:50:09	[Thread 11]	INFO			county = Nevada
2021-01-18 01:52:16	[Thread 3]	INFO			county = BayArea
2021-01-18 01:55:55	[Thread 6]	INFO			county = Butte
2021-01-18 01:59:31	[Thread 14]	INFO			county = San Diego
2021-01-18 02:01:39	[Thread 21]	INFO			county = Placer
